medal_date,medal_type,athlete_code
2024-07-27,Gold Medal,1901539
2024-07-27,Gold Medal,1901538
2024-07-27,Silver Medal,1954159
2024-07-27,Silver Medal,1954168
2024-07-27,Bronze Medal,1900841
2024-07-27,Bronze Medal,1973355
2024-07-27,Gold Medal,1879682
2024-07-27,Gold Medal,1879687
2024-07-27,Gold Medal,1879683
2024-07-27,Gold Medal,1879671
2024-07-27,Gold Medal,1879681
2024-07-27,Gold Medal,1879684
2024-07-27,Gold Medal,1879675
2024-07-27,Gold Medal,1879692
2024-07-27,Gold Medal,1879672
2024-07-27,Gold Medal,1879661
2024-07-27,Gold Medal,1879669
2024-07-27,Gold Medal,1879685
2024-07-27,Gold Medal,1879670
2024-07-27,Silver Medal,1908897
2024-07-27,Silver Medal,1908838
2024-07-27,Silver Medal,1913346
2024-07-27,Silver Medal,1977633
2024-07-27,Silver Medal,1913523
